bundesland,jahr,ferien_typ,start,ende
MV,2025,Sommerferien,2025-07-14,2025-08-30
MV,2025,Sommerferien,2025-07-28,2025-09-06
MV,2025,Zusätzlicher Ferientag,2025-10-01,2025-10-01
MV,2025,Zusätzlicher Ferientag,2025-10-02,2025-10-02
MV,2025,Herbstferien,2025-10-20,2025-10-24
MV,2025,Herbstferien,2025-10-20,2025-10-25
MV,2025,Zusätzlicher Ferientag,2025-11-03,2025-11-03
MV,2025,Weihnachtsferien,2025-12-20,2026-01-03
MV,2025,Weihnachtsferien,2025-12-22,2026-01-03
NI,2019,Weihnachtsferien,2019-12-23,2020-01-06
NI,2020,Weihnachtsferien,2019-12-23,2020-01-06
NI,2020,Halbjahresferien,2020-02-03,2020-02-04
NI,2020,Osterferien,2020-03-30,2020-04-14
NI,2020,Tag nach Himmelfahrt,2020-05-22,2020-05-22
NI,2020,Pfingstferien,2020-06-02,2020-06-02
NI,2020,Sommerferien,2020-07-16,2020-08-26
NI,2020,Herbstferien,2020-10-12,2020-10-23
NI,2020,Weihnachtsferien,2020-12-23,2021-01-08
NI,2021,Weihnachtsferien,2020-12-23,2021-01-08
NI,2021,Halbjahresferien,2021-02-01,2021-02-02
NI,2021,Osterferien,2021-03-29,2021-04-09
NI,2021,Tag nach Himmelfahrt,2021-05-14,2021-05-14
NI,2021,Pfingstferien,2021-05-25,2021-05-25
NI,2021,Sommerferien,2021-07-22,2021-09-01
NI,2021,Herbstferien,2021-10-18,2021-10-29
NI,2021,Weihnachtsferien,2021-12-23,2022-01-07
NI,2022,Weihnachtsferien,2021-12-23,2022-01-07
NI,2022,Halbjahresferien,2022-01-31,2022-02-01
NI,2022,Osterferien,2022-04-04,2022-04-19
NI,2022,Tag nach Himmelfahrt,2022-05-27,2022-05-27
NI,2022,Pfingstferien,2022-06-07,2022-06-07
NI,2022,Sommerferien,2022-07-14,2022-08-24
NI,2022,Herbstferien,2022-10-17,2022-10-28
NI,2022,Weihnachtsferien,2022-12-23,2023-01-06
NI,2023,Weihnachtsferien,2022-12-23,2023-01-06
NI,2023,Halbjahresferien,2023-01-30,2023-01-31
NI,2023,Osterferien,2023-03-27,2023-04-11
NI,2023,Tag nach Himmelfahrt,2023-05-19,2023-05-19
NI,2023,Pfingstferien,2023-05-30,2023-05-30
NI,2023,Sommerferien,2023-07-06,2023-08-16
NI,2023,Tag vor dem 3. Oktober,2023-10-02,2023-10-02
NI,2023,Herbstferien,2023-10-16,2023-10-30
NI,2023,Weihnachtsferien,2023-12-27,2024-01-05
NI,2024,Weihnachtsferien,2023-12-27,2024-01-05
NI,2024,Halbjahresferien,2024-02-01,2024-02-02
NI,2024,Osterferien,2024-03-18,2024-03-28
NI,2024,Tag nach Himmelfahrt,2024-05-10,2024-05-10
NI,2024,Pfingstferien,2024-05-21,2024-05-21
NI,2024,Sommerferien,2024-06-24,2024-08-03
NI,2024,Herbstferien,2024-10-04,2024-10-19
NI,2024,Tag nach dem Reformationstag,2024-11-01,2024-11-01
NI,2024,Weihnachtsferien,2024-12-23,2025-01-04
NI,2025,Weihnachtsferien,2024-12-23,2025-01-04
NI,2025,Halbjahresferien,2025-02-03,2025-02-04
NI,2025,Osterferien,2025-04-07,2025-04-19
NI,2025,Kirchentag,2025-04-30,2025-04-30
NI,2025,Tag nach dem 1. Mai,2025-05-02,2025-05-02
NI,2025,Tag nach Himmelfahrt,2025-05-30,2025-05-30
NI,2025,Pfingstferien,2025-06-10,2025-06-10
NI,2025,Sommerferien,2025-07-03,2025-08-13
NI,2025,Herbstferien,2025-10-13,2025-10-25
NI,2025,Weihnachtsferien,2025-12-22,2026-01-05
NW,2019,Weihnachtsferien,2019-12-23,2020-01-06
NW,2020,Weihnachtsferien,2019-12-23,2020-01-06
NW,2020,Osterferien,2020-04-06,2020-04-18
NW,2020,Pfingstferien,2020-06-02,2020-06-02
NW,2020,Sommerferien,2020-06-29,2020-08-11
NW,2020,Herbstferien,2020-10-12,2020-10-24
NW,2020,Weihnachtsferien,2020-12-21,2021-01-06
NW,2021,Weihnachtsferien,2020-12-21,2021-01-06
NW,2021,Osterferien,2021-03-29,2021-04-10
NW,2021,Pfingstferien,2021-05-25,2021-05-25
NW,2021,Sommerferien,2021-07-05,2021-08-17
NW,2021,Herbstferien,2021-10-11,2021-10-23
NW,2021,Weihnachtsferien,2021-12-24,2022-01-08
NW,2022,Weihnachtsferien,2021-12-24,2022-01-08
NW,2022,Osterferien,2022-04-11,2022-04-23
NW,2022,Sommerferien,2022-06-27,2022-08-09
NW,2022,Herbstferien,2022-10-04,2022-10-15
NW,2022,Weihnachtsferien,2022-12-23,2023-01-06
NW,2023,Weihnachtsferien,2022-12-23,2023-01-06
NW,2023,Osterferien,2023-04-03,2023-04-15
NW,2023,Pfingstferien,2023-05-30,2023-05-30
NW,2023,Sommerferien,2023-06-22,2023-08-04
NW,2023,Herbstferien,2023-10-02,2023-10-14
NW,2023,Weihnachtsferien,2023-12-21,2024-01-05
NW,2024,Weihnachtsferien,2023-12-21,2024-01-05
NW,2024,Osterferien,2024-03-25,2024-04-06
NW,2024,Pfingstferien,2024-05-21,2024-05-21
NW,2024,Sommerferien,2024-07-08,2024-08-20
NW,2024,Herbstferien,2024-10-14,2024-10-26
NW,2024,Weihnachtsferien,2024-12-23,2025-01-06
NW,2025,Weihnachtsferien,2024-12-23,2025-01-06
NW,2025,Osterferien,2025-04-14,2025-04-26
NW,2025,Pfingstferien,2025-06-10,2025-06-10
NW,2025,Sommerferien,2025-07-14,2025-08-26
NW,2025,Herbstferien,2025-10-13,2025-10-25
NW,2025,Weihnachtsferien,2025-12-22,2026-01-06
RP,2019,Weihnachtsferien,2019-12-23,2020-01-06
RP,2020,Weihnachtsferien,2019-12-23,2020-01-06
RP,2020,Winterferien,2020-02-17,2020-02-21
RP,2020,Osterferien,2020-04-09,2020-04-17
RP,2020,Sommerferien,2020-07-06,2020-08-14
RP,2020,Herbstferien,2020-10-12,2020-10-23
RP,2020,Weihnachtsferien,2020-12-21,2020-12-31
RP,2021,Osterferien,2021-03-29,2021-04-06
RP,2021,Pfingstferien,2021-05-25,2021-06-02
RP,2021,Sommerferien,2021-07-19,2021-08-27
RP,2021,Herbstferien,2021-10-11,2021-10-22
RP,2021,Weihnachtsferien,2021-12-23,2021-12-31
RP,2022,Winterferien,2022-02-21,2022-02-25
RP,2022,Osterferien,2022-04-13,2022-04-22
RP,2022,Sommerferien,2022-07-25,2022-09-02
RP,2022,Herbstferien,2022-10-17,2022-10-31
RP,2022,Weihnachtsferien,2022-12-23,2023-01-02
RP,2023,Weihnachtsferien,2022-12-23,2023-01-02
RP,2023,Osterferien,2023-04-03,2023-04-06
RP,2023,Pfingstferien,2023-05-30,2023-06-07
RP,2023,Sommerferien,2023-07-24,2023-09-01
RP,2023,Herbstferien,2023-10-16,2023-10-27
RP,2023,Weihnachtsferien,2023-12-27,2024-01-05
RP,2024,Weihnachtsferien,2023-12-27,2024-01-05
RP,2024,Osterferien,2024-03-25,2024-04-02
RP,2024,Pfingstferien,2024-05-21,2024-05-29
RP,2024,Sommerferien,2024-07-15,2024-08-23
RP,2024,Herbstferien,2024-10-14,2024-10-25
RP,2024,Weihnachtsferien,2024-12-23,2025-01-08
RP,2025,Weihnachtsferien,2024-12-23,2025-01-08
RP,2025,Osterferien,2025-04-14,2025-04-25
RP,2025,Sommerferien,2025-07-07,2025-08-15
RP,2025,Herbstferien,2025-10-13,2025-10-24
RP,2025,Weihnachtsferien,2025-12-22,2026-01-07
SL,2019,Weihnachtsferien,2019-12-23,2020-01-03
SL,2020,Weihnachtsferien,2019-12-23,2020-01-03
SL,2020,Fastnachtsferien,2020-02-17,2020-02-25
SL,2020,Osterferien,2020-04-14,2020-04-24
SL,2020,Sommerferien,2020-07-06,2020-08-14
SL,2020,Herbstferien,2020-10-12,2020-10-23
SL,2020,Weihnachtsferien,2020-12-21,2020-12-31
SL,2021,Fastnachtsferien,2021-02-15,2021-02-19
SL,2021,Osterferien,2021-03-29,2021-04-07
SL,2021,Pfingstferien,2021-05-25,2021-05-28
SL,2021,Sommerferien,2021-07-19,2021-08-27
SL,2021,Herbstferien,2021-10-18,2021-10-29
SL,2021,Weihnachtsferien,2021-12-23,2022-01-03
SL,2022,Weihnachtsferien,2021-12-23,2022-01-03
SL,2022,Fastnachtsferien,2022-02-21,2022-03-01
SL,2022,Osterferien,2022-04-14,2022-04-22
SL,2022,Pfingstferien,2022-06-07,2022-06-10
SL,2022,Sommerferien,2022-07-25,2022-09-02
SL,2022,Herbstferien,2022-10-24,2022-11-04
SL,2022,Weihnachtsferien,2022-12-22,2023-01-04
SL,2023,Weihnachtsferien,2022-12-22,2023-01-04
SL,2023,Fastnachtsferien,2023-02-20,2023-02-24
SL,2023,Osterferien,2023-04-03,2023-04-12
SL,2023,Pfingstferien,2023-05-30,2023-06-02
SL,2023,Sommerferien,2023-07-24,2023-09-01
SL,2023,Herbstferien,2023-10-23,2023-11-03
SL,2023,Weihnachtsferien,2023-12-21,2024-01-02
SL,2024,Weihnachtsferien,2023-12-21,2024-01-02
SL,2024,Fastnachtsferien,2024-02-12,2024-02-16
SL,2024,Osterferien,2024-03-25,2024-04-05
SL,2024,Pfingstferien,2024-05-21,2024-05-24
SL,2024,Sommerferien,2024-07-15,2024-08-23
SL,2024,Herbstferien,2024-10-14,2024-10-25
SL,2024,Weihnachtsferien,2024-12-23,2025-01-03
SL,2025,Weihnachtsferien,2024-12-23,2025-01-03
SL,2025,Fastnachtsferien,2025-02-24,2025-03-04
SL,2025,Osterferien,2025-04-14,2025-04-25
SL,2025,Sommerferien,2025-07-07,2025-08-14
SL,2025,Herbstferien,2025-10-13,2025-10-24
SL,2025,Weihnachtsferien,2025-12-22,2026-01-02
SN,2019,Weihnachtsferien,2019-12-21,2020-01-03
SN,2020,Weihnachtsferien,2019-12-21,2020-01-03
SN,2020,Winterferien,2020-02-10,2020-02-22
SN,2020,Osterferien,2020-04-10,2020-04-18
SN,2020,Sommerferien,2020-07-20,2020-08-28
SN,2020,Herbstferien,2020-10-19,2020-10-31
SN,2020,Weihnachtsferien,2020-12-19,2021-01-02
SN,2021,Weihnachtsferien,2020-12-19,2021-01-02
SN,2021,Winterferien,2021-01-31,2021-02-06
SN,2021,Osterferien,2021-03-27,2021-04-10
SN,2021,Sommerferien,2021-07-26,2021-09-03
SN,2021,Herbstferien,2021-10-18,2021-10-30
SN,2021,Weihnachtsferien,2021-12-23,2022-01-01
SN,2022,Weihnachtsferien,2021-12-23,2022-01-01
SN,2022,Winterferien,2022-02-12,2022-02-26
SN,2022,Osterferien,2022-04-15,2022-04-23
SN,2022,Unterrichtsfreier Tag,2022-05-27,2022-05-27
SN,2022,Sommerferien,2022-07-18,2022-08-26
SN,2022,Herbstferien,2022-10-17,2022-10-29
SN,2022,Weihnachtsferien,2022-12-22,2023-01-02
SN,2023,Weihnachtsferien,2022-12-22,2023-01-02
SN,2023,Winterferien,2023-02-13,2023-02-24
SN,2023,Osterferien,2023-04-07,2023-04-15
SN,2023,Unterrichtsfreier Tag,2023-05-19,2023-05-19
SN,2023,Sommerferien,2023-07-10,2023-08-18
SN,2023,Herbstferien,2023-10-02,2023-10-14
SN,2023,Unterrichtsfreier Tag,2023-10-30,2023-10-30
SN,2023,Weihnachtsferien,2023-12-23,2024-01-02
SN,2024,Weihnachtsferien,2023-12-23,2024-01-02
SN,2024,Winterferien,2024-02-12,2024-02-23
SN,2024,Osterferien,2024-03-28,2024-04-05
SN,2024,Unterrichtsfreier Tag,2024-05-10,2024-05-10
SN,2024,Pfingstferien,2024-05-18,2024-05-21
SN,2024,Sommerferien,2024-06-20,2024-08-02
SN,2024,Herbstferien,2024-10-07,2024-10-19
SN,2024,Weihnachtsferien,2024-12-23,2025-01-03
SN,2025,Weihnachtsferien,2024-12-23,2025-01-03
SN,2025,Winterferien,2025-02-17,2025-03-01
SN,2025,Osterferien,2025-04-18,2025-04-25
SN,2025,Unterrichtsfreier Tag,2025-05-30,2025-05-30
SN,2025,Sommerferien,2025-06-28,2025-08-08
SN,2025,Herbstferien,2025-10-06,2025-10-18
SN,2025,Weihnachtsferien,2025-12-22,2026-01-02
ST,2019,Weihnachtsferien,2019-12-23,2020-01-04
ST,2020,Weihnachtsferien,2019-12-23,2020-01-04
ST,2020,Winterferien,2020-02-10,2020-02-14
ST,2020,Osterferien,2020-04-06,2020-04-11
ST,2020,Pfingstferien,2020-05-18,2020-05-30
ST,2020,Sommerferien,2020-07-16,2020-08-26
ST,2020,Herbstferien,2020-10-19,2020-10-24
ST,2020,Weihnachtsferien,2020-12-21,2021-01-10
ST,2021,Weihnachtsferien,2020-12-21,2021-01-10
ST,2021,Winterferien,2021-02-08,2021-02-13
ST,2021,Osterferien,2021-03-29,2021-04-03
ST,2021,Pfingstferien,2021-05-10,2021-05-22
ST,2021,Sommerferien,2021-07-22,2021-09-01
ST,2021,Herbstferien,2021-10-25,2021-10-30
ST,2021,Weihnachtsferien,2021-12-22,2022-01-08
ST,2022,Weihnachtsferien,2021-12-22,2022-01-08
ST,2022,Winterferien,2022-02-12,2022-02-19
ST,2022,Osterferien,2022-04-11,2022-04-16
ST,2022,Pfingstferien,2022-05-23,2022-05-28
ST,2022,Sommerferien,2022-07-14,2022-08-24
ST,2022,Herbstferien,2022-10-24,2022-11-04
ST,2022,Weihnachtsferien,2022-12-21,2023-01-05
ST,2023,Weihnachtsferien,2022-12-21,2023-01-05
ST,2023,Winterferien,2023-02-06,2023-02-11
ST,2023,Osterferien,2023-04-03,2023-04-08
ST,2023,Pfingstferien,2023-05-15,2023-05-19
ST,2023,Sommerferien,2023-07-06,2023-08-16
ST,2023,Ferientag,2023-10-02,2023-10-02
ST,2023,Herbstferien,2023-10-16,2023-10-30
ST,2023,Weihnachtsferien,2023-12-21,2024-01-03
ST,2024,Weihnachtsferien,2023-12-21,2024-01-03
ST,2024,Winterferien,2024-02-05,2024-02-10
ST,2024,Osterferien,2024-03-25,2024-03-30
ST,2024,Pfingstferien,2024-05-21,2024-05-24
ST,2024,Sommerferien,2024-06-24,2024-08-03
ST,2024,Herbstferien,2024-09-30,2024-10-12
ST,2024,Ferientag,2024-11-01,2024-11-01
ST,2024,Weihnachtsferien,2024-12-23,2025-01-04
ST,2025,Weihnachtsferien,2024-12-23,2025-01-04
ST,2025,Winterferien,2025-01-27,2025-01-31
ST,2025,Osterferien,2025-04-07,2025-04-19
ST,2025,Ferientag,2025-05-30,2025-05-30
ST,2025,Sommerferien,2025-06-28,2025-08-08
ST,2025,Herbstferien,2025-10-13,2025-10-25
ST,2025,Weihnachtsferien,2025-12-22,2026-01-05
SH,2014,Weihnachtsferien,2013-12-23,2014-01-06
SH,2014,Osterferien,2014-04-16,2014-05-02
SH,2014,Himmelfahrt,2014-05-30,2014-05-30
SH,2014,Sommerferien,2014-07-14,2014-08-23
SH,2014,Sommerferien,2014-07-14,2014-08-16
SH,2014,Herbstferien,2014-10-06,2014-10-25
SH,2014,Herbstferien,2014-10-13,2014-10-25
SH,2014,Weihnachtsferien,2014-12-22,2015-01-06
SH,2015,Weihnachtsferien,2014-12-22,2015-01-06
SH,2015,Osterferien,2015-04-01,2015-04-17
SH,2015,Himmelfahrt,2015-05-15,2015-05-15
SH,2015,Sommerferien,2015-07-20,2015-08-22
SH,2015,Sommerferien,2015-07-20,2015-08-29
SH,2015,Herbstferien,2015-10-12,2015-10-31
SH,2015,Herbstferien,2015-10-19,2015-10-31
SH,2015,Weihnachtsferien,2015-12-21,2016-01-06
SH,2016,Weihnachtsferien,2015-12-21,2016-01-06
SH,2016,Osterferien,2016-03-24,2016-04-09
SH,2016,Himmelfahrt,2016-05-06,2016-05-06
SH,2016,Sommerferien,2016-07-25,2016-08-27
SH,2016,Sommerferien,2016-07-25,2016-09-03
SH,2016,Herbstferien,2016-10-10,2016-10-29
SH,2016,Herbstferien,2016-10-17,2016-10-29
SH,2016,Weihnachtsferien,2016-12-23,2017-01-06
SH,2017,Weihnachtsferien,2016-12-23,2017-01-06
SH,2017,Osterferien,2017-04-07,2017-04-21
SH,2017,Himmelfahrt,2017-05-26,2017-05-26
SH,2017,Sommerferien,2017-07-24,2017-09-02
SH,2017,Sommerferien,2017-07-24,2017-08-26
SH,2017,Herbstferien,2017-10-09,2017-10-27
SH,2017,Herbstferien,2017-10-16,2017-10-27
SH,2017,Weihnachtsferien,2017-12-21,2018-01-06
SH,2018,Weihnachtsferien,2017-12-21,2018-01-06
SH,2018,Osterferien,2018-03-29,2018-04-13
SH,2018,Himmelfahrt,2018-05-11,2018-05-11
SH,2018,Sommerferien,2018-07-09,2018-08-18
SH,2018,Sommerferien,2018-07-09,2018-08-11
SH,2018,Herbstferien,2018-09-24,2018-10-19
SH,2018,Herbstferien,2018-10-01,2018-10-19
SH,2018,Weihnachtsferien,2018-12-21,2019-01-04
SH,2019,Weihnachtsferien,2018-12-21,2019-01-04
SH,2019,Osterferien,2019-04-04,2019-04-18
SH,2019,Himmelfahrt,2019-05-31,2019-05-31
SH,2019,Sommerferien,2019-07-01,2019-08-10
SH,2019,Sommerferien,2019-07-01,2019-08-03
SH,2019,Herbstferien,2019-09-27,2019-10-18
SH,2019,Herbstferien,2019-10-04,2019-10-18
SH,2019,Weihnachtsferien,2019-12-23,2020-01-06
SH,2020,Weihnachtsferien,2019-12-23,2020-01-06
SH,2020,Osterferien,2020-03-30,2020-04-17
SH,2020,Himmelfahrt,2020-05-22,2020-05-22
SH,2020,Sommerferien,2020-06-29,2020-08-01
SH,2020,Sommerferien,2020-06-29,2020-08-08
SH,2020,Herbstferien,2020-09-28,2020-10-17
SH,2020,Herbstferien,2020-10-05,2020-10-17
SH,2020,Weihnachtsferien,2020-12-21,2021-01-06
SH,2021,Weihnachtsferien,2020-12-21,2021-01-06
SH,2021,Osterferien,2021-04-01,2021-04-16
SH,2021,Himmelfahrt,2021-05-14,2021-05-15
SH,2021,Sommerferien,2021-06-21,2021-07-31
SH,2021,Sommerferien,2021-06-21,2021-07-24
SH,2021,Herbstferien,2021-09-27,2021-10-16
SH,2021,Herbstferien,2021-10-04,2021-10-16
SH,2021,Weihnachtsferien,2021-12-23,2022-01-08
SH,2022,Weihnachtsferien,2021-12-23,2022-01-08
SH,2022,Osterferien,2022-04-04,2022-04-16
SH,2022,Himmelfahrt,2022-05-27,2022-05-28
SH,2022,Sommerferien,2022-07-04,2022-08-13
SH,2022,Sommerferien,2022-07-04,2022-08-06
SH,2022,Herbstferien,2022-10-03,2022-10-21
SH,2022,Herbstferien,2022-10-10,2022-10-21
SH,2022,Weihnachtsferien,2022-12-23,2023-01-07
SH,2023,Weihnachtsferien,2022-12-23,2023-01-07
SH,2023,Osterferien,2023-04-06,2023-04-22
SH,2023,Himmelfahrt,2023-05-19,2023-05-20
SH,2023,Sommerferien,2023-07-17,2023-08-19
SH,2023,Sommerferien,2023-07-17,2023-08-26
SH,2023,Herbstferien,2023-10-09,2023-10-27
SH,2023,Herbstferien,2023-10-16,2023-10-27
SH,2023,Weihnachtsferien,2023-12-27,2024-01-06
SH,2024,Weihnachtsferien,2023-12-27,2024-01-06
SH,2024,Osterferien,2024-04-02,2024-04-19
SH,2024,Himmelfahrt,2024-05-10,2024-05-11
SH,2024,Sommerferien,2024-07-22,2024-08-24
SH,2024,Sommerferien,2024-07-22,2024-08-31
SH,2024,Herbstferien,2024-10-14,2024-11-01
SH,2024,Herbstferien,2024-10-21,2024-11-01
SH,2024,Weihnachtsferien,2024-12-19,2025-01-07
SH,2025,Weihnachtsferien,2024-12-19,2025-01-07
SH,2025,Osterferien,2025-04-11,2025-04-25
SH,2025,Himmelfahrt,2025-05-30,2025-05-30
SH,2025,Sommerferien,2025-07-28,2025-09-06
SH,2025,Sommerferien,2025-07-28,2025-08-30
SH,2025,Herbstferien,2025-10-13,2025-10-30
SH,2025,Herbstferien,2025-10-20,2025-10-30
SH,2025,Weihnachtsferien,2025-12-19,2026-01-06
TH,2019,Weihnachtsferien,2019-12-21,2020-01-03
TH,2020,Weihnachtsferien,2019-12-21,2020-01-03
TH,2020,Winterferien,2020-02-10,2020-02-14
TH,2020,Osterferien,2020-04-06,2020-04-18
TH,2020,Schulfreier Tag,2020-05-22,2020-05-22
TH,2020,Sommerferien,2020-07-20,2020-08-29
TH,2020,Herbstferien,2020-10-17,2020-10-30
TH,2020,Weihnachtsferien,2020-12-23,2021-01-02
TH,2021,Weihnachtsferien,2020-12-23,2021-01-02
TH,2021,Winterferien,2021-01-25,2021-01-30
TH,2021,Osterferien,2021-03-29,2021-04-10
TH,2021,Schulfreier Tag,2021-05-14,2021-05-14
TH,2021,Sommerferien,2021-07-26,2021-09-04
TH,2021,Herbstferien,2021-10-25,2021-11-06
TH,2021,Weihnachtsferien,2021-12-23,2021-12-31
TH,2022,Winterferien,2022-02-12,2022-02-19
TH,2022,Osterferien,2022-04-11,2022-04-23
TH,2022,Schulfreier Tag,2022-05-27,2022-05-27
TH,2022,Sommerferien,2022-07-18,2022-08-27
TH,2022,Herbstferien,2022-10-17,2022-10-29
TH,2022,Weihnachtsferien,2022-12-22,2023-01-03
TH,2023,Weihnachtsferien,2022-12-22,2023-01-03
TH,2023,Winterferien,2023-02-13,2023-02-17
TH,2023,Osterferien,2023-04-03,2023-04-15
TH,2023,Schulfreier Tag,2023-05-19,2023-05-19
TH,2023,Sommerferien,2023-07-10,2023-08-19
TH,2023,Herbstferien,2023-10-02,2023-10-14
TH,2023,Weihnachtsferien,2023-12-22,2024-01-05
TH,2024,Weihnachtsferien,2023-12-22,2024-01-05
TH,2024,Winterferien,2024-02-12,2024-02-16
TH,2024,Osterferien,2024-03-25,2024-04-06
TH,2024,Schulfreier Tag,2024-05-10,2024-05-10
TH,2024,Sommerferien,2024-06-20,2024-07-31
TH,2024,Herbstferien,2024-09-30,2024-10-12
TH,2024,Weihnachtsferien,2024-12-23,2025-01-03
TH,2025,Weihnachtsferien,2024-12-23,2025-01-03
TH,2025,Winterferien,2025-02-03,2025-02-08
TH,2025,Osterferien,2025-04-07,2025-04-19
TH,2025,Schulfreier Tag,2025-05-30,2025-05-30
TH,2025,Sommerferien,2025-06-28,2025-08-08
TH,2025,Herbstferien,2025-10-06,2025-10-18
TH,2025,Weihnachtsferien,2025-12-22,2026-01-03
